id	region	num_voxels	x	y	z
4021	Cingulum_Post_L	463.0	-5.205183585313179	-44.172786177105834	23.27861771058315
4022	Cingulum_Post_R	335.0	7.17611940298508	-43.0865671641791	20.471641791044775
4101	Hippocampus_L	932.0	-25.25536480686695	-21.963519313304715	-11.384120171673821
4102	Hippocampus_R	946.0	28.945031712473572	-20.991543340380545	-11.577167019027485
4111	ParaHippocampal_L	978.0	-21.492842535787318	-17.29243353783231	-21.918200408997954
4112	ParaHippocampal_R	1132.0	25.148409893992934	-16.300353356890454	-21.743816254416963
4201	Amygdala_L	220.0	-23.509090909090915	-1.9454545454545524	-18.454545454545453
4202	Amygdala_R	248.0	27.056451612903224	-0.5725806451612954	-18.806451612903224
5001	Calcarine_L	2258.0	-7.482728077945083	-79.82108060230291	5.103631532329501
5002	Calcarine_R	1861.0	15.709833422890924	-74.44922084900591	8.019344438473937
5011	Cuneus_L	1526.0	-6.2568807339449535	-81.42463958060289	25.838794233289647
5012	Cuneus_R	1424.0	13.18960674157303	-80.58988764044943	26.85252808988764
5021	Lingual_L	2095.0	-14.858233890214791	-68.86491646778043	-6.00763723150358
5022	Lingual_R	2300.0	16.077391304347827	-68.14173913043479	-5.215652173913043
5101	Occipital_Sup_L	1366.0	-16.756954612005856	-85.61054172767203	26.853587115666173
5102	Occipital_Sup_R	1413.0	23.963198867657468	-82.206652512385	29.26539278131635
5201	Occipital_Mid_L	3270.0	-32.617125382263	-82.02140672782875	14.767584097859327
5202	Occipital_Mid_R	2098.0	37.127740705433744	-80.99332697807435	18.06768350810296
5301	Occipital_Inf_L	941.0	-36.48246546227418	-79.56854410201913	-9.164718384697132
5302	Occipital_Inf_R	989.0	37.870576339737106	-83.19110212335693	-8.99292214357937
5401	Fusiform_L	2310.0	-31.389610389610397	-41.40519480519481	-21.60606060606061
5402	Fusiform_R	2518.0	33.659253375694995	-40.19857029388403	-21.533756949960285
6001	Postcentral_L	3892.0	-42.90441932168551	-23.7754367934224	47.4568345323741
6002	Postcentral_R	3823.0	41.15825268114047	-26.772691603452785	51.25398901386346
6101	Parietal_Sup_L	2065.0	-23.713317191283295	-60.807748184019374	57.657142857142844
6102	Parietal_Sup_R	2222.0	25.84248424842484	-60.42844284428443	60.713771377137704
6201	Parietal_Inf_L	2447.0	-43.10666121781773	-47.01920719248059	45.42296689824275
6202	Parietal_Inf_R	1345.0	46.291449814126395	-47.58810408921933	48.19182156133829
6211	SupraMarginal_L	1256.0	-56.14649681528661	-34.93630573248407	29.119426751592357
6212	SupraMarginal_R	1974.0	57.262411347517734	-32.817629179331306	33.13475177304964
6221	Angular_L	1173.0	-44.434782608695656	-62.08184143222506	34.28303495311168
6222	Angular_R	1752.0	45.22831050228311	-61.23858447488584	37.31506849315069
6301	Precuneus_L	3528.0	-7.590702947845799	-57.324829931972786	46.64002267573696
6302	Precuneus_R	3265.0	9.688820826952522	-57.31393568147014	42.36079632465544
6401	Paracentral_Lobule_L	1349.0	-7.974796145292814	-26.650852483320975	68.6923647146034
6402	Paracentral_Lobule_R	836.0	7.126794258373209	-32.942583732057415	66.79186602870814
7001	Caudate_L	962.0	-11.767151767151773	9.723492723492711	8.070686070686065
7002	Caudate_R	994.0	14.494969818913475	10.776659959758547	8.148893360160969
7011	Putamen_L	1009.0	-24.20812685827552	2.600594648166492	1.0703666997026744
7012	Putamen_R	1064.0	27.484962406015036	3.6785714285714164	1.1936090225563873
7021	Pallidum_L	293.0	-18.061433447098977	-1.3583617747440258	-1.0443686006825885
7022	Pallidum_R	280.0	20.921428571428578	-1.057142857142864	-1.085714285714289
7101	Thalamus_L	1100.0	-11.198181818181823	-18.843636363636364	6.607272727272729
7102	Thalamus_R	1057.0	12.703878902554393	-18.768211920529808	6.7284768211920465
8101	Heschl_L	225.0	-42.346666666666664	-20.03555555555556	8.675555555555562
8102	Heschl_R	249.0	45.87951807228916	-18.144578313253007	9.044176706827315
8111	Temporal_Sup_L	2296.0	-53.435540069686425	-22.009581881533094	5.840592334494772
8112	Temporal_Sup_R	3141.0	57.83253740846864	-23.01050620821394	5.418656478828396
8121	Temporal_Pole_Sup_L	1285.0	-40.15408560311283	13.867704280155635	-21.436575875486383
8122	Temporal_Pole_Sup_R	1338.0	47.937219730941706	13.45739910313901	-18.1898355754858
8201	Temporal_Mid_L	4942.0	-55.86887899635775	-34.98421691622825	-3.584783488466215
8202	Temporal_Mid_R	4409.0	57.15990020412792	-38.565661147652534	-2.7752324790201897
8211	Temporal_Pole_Mid_L	755.0	-36.74437086092715	13.300662251655638	-35.36688741721854
8212	Temporal_Pole_Mid_R	1187.0	44.04043807919124	13.246840775063191	-33.51811288963774
8301	Temporal_Inf_L	3200.0	-50.036249999999995	-29.291875000000005	-24.519374999999997
8302	Temporal_Inf_R	3557.0	53.38206353668822	-32.13888107956143	-23.730671914534717
9001	Cerebelum_Crus1_L	2603.0	-35.38532462543219	-67.94314252785247	-30.262773722627735
9002	Cerebelum_Crus1_R	2648.0	38.21450151057402	-68.37160120845923	-30.849697885196377
9011	Cerebelum_Crus2_L	1894.0	-27.768743400211193	-74.57972544878564	-39.44350580781415
9012	Cerebelum_Crus2_R	2117.0	32.673594709494566	-70.39678790741615	-41.20170051960321
9021	Cerebelum_3_L	136.0	-8.117647058823536	-38.367647058823536	-19.779411764705884
9022	Cerebelum_3_R	207.0	13.062801932367151	-35.710144927536234	-20.59903381642512
9031	Cerebelum_4_5_L	1125.0	-14.343111111111114	-44.66311111111111	-18.261333333333333
9032	Cerebelum_4_5_R	861.0	17.888501742160273	-44.16492450638792	-19.354239256678284
9041	Cerebelum_6_L	1694.0	-22.525383707201883	-60.25855962219599	-23.480519480519483
9042	Cerebelum_6_R	1795.0	25.429526462395543	-59.53760445682451	-24.94038997214485
9051	Cerebelum_7b_L	585.0	-31.58974358974359	-61.04957264957265	-46.75213675213675
9052	Cerebelum_7b_R	534.0	33.92883895131086	-64.40823970037454	-49.760299625468164
9061	Cerebelum_8_L	1887.0	-25.029146793852675	-55.77106518282989	-49.05458399576047
9062	Cerebelum_8_R	2308.0	25.77296360485269	-57.63084922010398	-50.79809358752166
9071	Cerebelum_9_L	869.0	-10.25316455696202	-50.18872266973533	-47.23590333716916
9072	Cerebelum_9_R	809.0	10.190358467243513	-50.75154511742892	-47.62422744128554
9081	Cerebelum_10_L	144.0	-21.79166666666667	-35.0	-43.06944444444444
9082	Cerebelum_10_R	159.0	26.80503144654088	-35.01886792452831	-42.64150943396226
9100	Vermis_1_2	53.0	1.5094339622641542	-40.11320754716981	-21.358490566037737
9110	Vermis_3	228.0	2.05263157894737	-41.28947368421052	-12.719298245614034
9120	Vermis_4_5	665.0	1.834586466165419	-53.59398496240601	-7.401503759398494
9130	Vermis_6	371.0	1.7681940700808667	-68.35040431266847	-16.39353099730458
9140	Vermis_7	194.0	1.865979381443296	-73.1958762886598	-26.350515463917525
9150	Vermis_8	243.0	1.8106995884773625	-65.65432098765433	-35.349794238683124
9160	Vermis_9	174.0	1.6091954022988517	-56.172413793103445	-36.298850574712645
9170	Vermis_10	112.0	1.1428571428571388	-47.125	-32.875
